name,link,cost for 2,cuisines,ratings,reviews,address,lat,lon
"sahil bar restaurant Restaurant, Anjuna",https://www.zomato.com/goa/sahil-bar-restaurant-anjuna,500,Seafood,-,," Flea Market, Anjuna, Goa",15.3860507208,73.8135354593
"cafe et cetra hotel ginger Restaurant, Panaji",https://www.zomato.com/goa/cafe-et-cetra-hotel-ginger-panaji,750,"North Indian, Chinese, Continental, Beverages",-,," H 22/235, La Oceana Colony, Dona Paula, Tiswadi, Panaji, Goa",15.4590328883,73.8112736866
"alcoves restaurant bar Restaurant, Margao",https://www.zomato.com/goa/alcoves-restaurant-bar-margao,600,"North Indian, Chinese, Seafood",3.6,56," Aquem, Near Cine Vishant, Margao, Goa",15.5971359349,73.7881473452
"hanan Restaurant, Vasco",https://www.zomato.com/goa/hanan-vasco,600,Goan,-,," Sasmolle Baina, Near Holy Cross, Vasco, Goa",15.5549908722,73.7567765638
"goa food court Restaurant, Baga",https://www.zomato.com/goa/goa-food-court-baga,950,"Fast Food, North Indian, Chinese, Goan",3.4,11," 6/174, Ward 6, Khobrawaddo, Baga, Goa",15.3970383560,73.8113018498
"big mishra pedha bharat cake sweets Restaurant, Margao",https://www.zomato.com/goa/big-mishra-pedha-bharat-cake-sweets-margao,250,"Bakery, Mithai",3.1,4," Shop G-6, Building B-2, Kurtarkar Land Mark, Gogol, Salcete, Margao, Goa",15.5869805064,73.8121658564
"flying fish Restaurant, Mapusa",https://www.zomato.com/goa/flying-fish-mapusa,700,"North Indian, Chinese, Goan",-,," 13/76/A42 & A43, Cosmos Centre, Mapusa, Goa",15.4644054484,73.8525290787
"royal foods Restaurant, Mapusa",https://www.zomato.com/goa/royal-foods-mapusa,300,Raw Meats,-,," Shop 14 & 15, 13/76, F-II, Mapusa Trade Centre, Mapusa, Goa",15.5874503922,73.8122285530
"bhingis Restaurant, Margao",https://www.zomato.com/goa/bhingis-margao,300,"North Indian, Chinese, Fast Food",2.7,14," Costello Plaza, Near Nehru Stadium, Margao-Ponda Highway, Fatorda, Margao, Goa",15.4643789511,73.8525334373
"vaz bakers Restaurant, Vasco",https://www.zomato.com/goa/vaz-bakers-vasco,200,"Bakery, Desserts",-,," The Temptation, Karma Plaza, Vasco, Goa",15.2907662331,73.9638477936
"ciarans Restaurant, Palolem",https://www.zomato.com/goa/ciarans-palolem,800,"Continental, Seafood, Goan",4.0,75," Palolem Beach, Canacona, Palolem, Goa",15.2823451839,73.9795883372
"bff Restaurant, Bambolim",https://www.zomato.com/goa/bff-bambolim,300,"North Indian, Fast Food",-,," House 500/10, Bambolim, Goa",15.0130255670,74.0229355171
"vasco square Restaurant, Vasco",https://www.zomato.com/goa/vasco-square-vasco,900,"North Indian, Goan, Seafood",3.8,124," 211, Joseph Vaz Road, Vasco, Goa",15.2714171735,73.9671599865
"natures gift Restaurant, Benaulim",https://www.zomato.com/goa/natures-gift-benaulim,500,"Seafood, Goan, North Indian, South Indian",3.4,20," Barca, South Goa, Benaulim, Goa",15.4885298403,73.8150341436
"our shack Restaurant, Vagator",https://www.zomato.com/goa/our-shack-vagator,900,"Goan, North Indian",3.5,19," Ozran Beach, Vagator, Goa",15.3983229188,73.8144873083
"hotel sai krupa restaurant Restaurant, Palolem",https://www.zomato.com/goa/hotel-sai-krupa-restaurant-palolem,250,"Goan, South Indian",-,," Main Street Beach,, Canacona, Palolem, Goa",15.2184172496,74.0639615804
"cusino Restaurant, Panaji",https://www.zomato.com/goa/cusino-panaji,"1,000","Andhra, Goan, Seafood, Bar Food",-,," Hotel Viva Goa International, Road 1, Campal, Opposite Parade Grounds, Panaji, Goa",15.5467136067,73.7543334067
"angels cafe Restaurant, Bambolim",https://www.zomato.com/goa/angels-cafe-bambolim,400,Chinese,-,," House 500/10, Tiswadi, Bambolim, Goa",15.0106172138,74.0224510431
"chrisander resort Restaurant, Quepem",https://www.zomato.com/goa/chrisander-resort-quepem,600,"Goan, Mughlai, Chinese, North Indian, Seafood",-,," Karally, Quepem, Goa",15.0096648107,74.0288675576
"loco loco by casa playa Restaurant, Vagator",https://www.zomato.com/goa/loco-loco-by-casa-playa-vagator,"1,500","European, Mediterranean",4.2,243," Small Vagator, Ozran, Near Thalassa, Vagator, Goa",15.5948137327,73.7356038764
"goan sunset Restaurant, Calangute",https://www.zomato.com/goa/goan-sunset-calangute,650,"Chinese, Italian, North Indian, Seafood, Goan",-,," Calangute Beach, Calangute, Goa",15.0125291317,74.0185306594
"hub Restaurant, Panaji",https://www.zomato.com/goa/the-hub-panaji,800,"Finger Food, Italian",3.8,48," A 204, Esmeralda Casa Do Povo, Near Models Legacy, Taleigao, Panaji, Goa",15.2245103130,73.9334328845
"new punjab Restaurant, Panaji",https://www.zomato.com/goa/new-punjab-panaji,500,"North Indian, Chinese",3.2,38," Opposite Municipal Garden, Kulha Reviera Road, Panaji, Goa",15.5923691109,73.7337806448
"boozebumps restaurant bar Restaurant, Vagator",https://www.zomato.com/goa/boozebumps-restaurant-bar-vagator,"1,000","North Indian, Continental, Goan, Seafood",NEW,," House 622, Ozran Beach Road, Vagator, Goa",15.5892604918,73.9459611475
"cafe blue Restaurant, Palolem",https://www.zomato.com/goa/cafe-blue-palolem,"1,500","Mexican, Italian, Goan, Seafood",3.4,6," Near Palolem Beach Resort, Palolem, Goa",15.5847001728,73.7385834754
"flavourz Restaurant, Mapusa",https://www.zomato.com/goa/flavourz-mapusa,500,"North Indian, Chinese, Seafood",3.1,5," Bridge Road, Portawado, Siolim, Mapusa, Goa",15.5162212273,73.8290664554
"azolla restaurant fern gardenia resort Restaurant, Palolem",https://www.zomato.com/goa/the-azolla-restaurant-the-fern-gardenia-resort-palolem,"1,000","North Indian, Continental, Goan",-,," The Fern Gardenia Resort, Devbag, Palolem, Goa",15.2258842528,73.9343062788
"garden view Restaurant, Bicholim",https://www.zomato.com/goa/garden-view-bicholim,300,"North Indian, Chinese",2.9,4," Blue Garden Building, Near Petrol Pump, Bicholim, Goa",15.6262792586,73.7635062262
"jay jays Restaurant, Baga",https://www.zomato.com/goa/jay-jays-baga,400,Goan,2.9,13," Sauntavaddo Baga Calangute, Baga, Goa",15.5482307749,73.7645623460
"sea wave inn restaurant Restaurant, Anjuna",https://www.zomato.com/goa/sea-wave-inn-restaurant-anjuna,600,"Goan, Chinese, Fast Food, North Indian",-,," D'Mello Vaddo, Near Axis Bank ATM, Anjuna, Goa",15.5954572751,73.7432280431
"moonshine fusion bar restaurant Restaurant, Calangute",https://www.zomato.com/goa/moonshine-fusion-bar-restaurant-calangute,800,"Mediterranean, Goan, North Indian, Chinese",-,," 1/132, Gauravaddo, Calangute, Goa",0.0000000000,0.0000000000
"chic n fish 2 Restaurant, Calangute",https://www.zomato.com/goa/chic-n-fish-2-calangute,500,"Fast Food, North Indian, Goan, Chinese, Beverages",-,," 4/100E/S-2, Porbawaddo, Bardez, Calangute, Goa",15.5346155905,73.7658766285
"skyking Restaurant, Vagator",https://www.zomato.com/goa/skyking-vagator,500,"North Indian, Chinese, Goan, Fast Food, Beverages",2.8,5," House 485/2, Vagator Beach Road, Deal Wado, Bardez, Anjuna, Vagator, Goa",15.4991779798,73.8278587908
"bytes n bites Restaurant, Penha de Franca",https://www.zomato.com/goa/bytes-n-bites-penha-de-franca,350,Cafe,-,," 799, Edangresh, Alto-Betim, Bardez, Penha De Franca, Goa",0.0000000000,0.0000000000
"field top Restaurant, Calangute",https://www.zomato.com/goa/field-top-calangute,600,"North Indian, Chinese, Seafood",2.7,8," Agar Vaddo, Near Honda Showroom, Calangute, Goa",15.5987195771,73.7432314083
"oceantzar Restaurant, Ponda",https://www.zomato.com/goa/oceantzar-ponda,300,"North Indian, Chinese, Goan, Biryani",NEW,," Shop 2 & G1, House 8/200/14(3), Upper Ground Floor, Ponda, Goa",15.4820331622,73.8199509680
"loddys garden court Restaurant, Benaulim",https://www.zomato.com/goa/loddys-garden-court-benaulim,700,"Chinese, Continental, Goan, North Indian, Seafood",-,," Between Hotel Club Mahindra & Zuri White Sands, Varca, Benaulim, Goa",15.3923120000,73.9996490000
"workshop 20 Restaurant, Panaji",https://www.zomato.com/goa/workshop-2-0-panaji,650,"Goan, North Indian, Continental",3.9,37," Opposite Kamat Complex, Tonca, Caranzalem, Panaji, Goa",15.5538183929,73.7638079748
"aagor pool bar resort rio Restaurant, Baga",https://www.zomato.com/goa/aagor-pool-bar-resort-rio-baga,"2,000",Modern Indian,-,," Near Baga Beach, Tambudki, Baga, Goa",15.2867151938,73.9806471393
"pomodoro Restaurant, Panaji",https://www.zomato.com/goa/pomodoro-panaji,700,Italian,3.8,79," Casa Tropicana, Jetty Road, Panaji, Goa",0.0000000000,0.0000000000
"snack request Restaurant, Bambolim",https://www.zomato.com/goa/snack-request-bambolim,300,"Rolls, Fast Food",-,," House number. 303, Curca Canturlim, Bambolim, Goa, Goa",0.0000000000,0.0000000000
"bebdo pool bar resort rio Restaurant, Baga",https://www.zomato.com/goa/bebdo-pool-bar-resort-rio-baga,"1,500","Italian, Chinese",-,," Near Baga Beach, Tambudki, Arpora, Baga, Goa",15.4548823560,73.8033219427
"mango grove Restaurant, Candolim",https://www.zomato.com/goa/the-mango-grove-candolim,600,"Goan, North Indian",3.7,90," Near Newton's Super Market, Candolim, Goa",15.5173186487,73.7679261714
"maha laxmi sweets palace Restaurant, Margao",https://www.zomato.com/goa/maha-laxmi-sweets-palace-margao,300,Mithai,NEW,," Shop 28, CD Royal Signature Building, Chowgule College Road, Margao, Goa",15.5011694574,73.8290349394
"ben sand Restaurant, Colva",https://www.zomato.com/goa/ben-and-sand-colva,600,"Goan, Seafood, North Indian, Chinese",4.0,199," Behind Valingani Service Centre, Colva Beach Road, Colva, Goa",15.2804211476,73.9448121563
"hazoor big daddy casino Restaurant, Panaji",https://www.zomato.com/goa/hazoor-big-daddy-casino-panaji,"2,000","North Indian, Asian, European",2.9,8," Big Daddy Casino, Level 2, Dayanand Bandodkar Marg, Patto Colony, Panaji, Goa",15.4803830309,73.8134104013
"spice life Restaurant, Vagator",https://www.zomato.com/goa/spice-of-life-vagator,"1,000","Kebab, North Indian, Beverages",3.5,20," Ozran Beach, Small Vagator, Vagator, Goa",0.0000000000,0.0000000000
"alfama cidade de goa Restaurant, Panaji",https://www.zomato.com/goa/alfama-cidade-de-goa-panaji,"1,800","Goan, Continental",3.5,26," Cidade de Goa, Vainguinim Beach, Goa",15.5898786024,73.8139056042
"pappu dum biryani Restaurant, Mapusa",https://www.zomato.com/goa/pappu-dum-biryani-mapusa,200,Biryani,3.0,5," Angod Wada, Near Jama Masjid, Mapusa, Goa",15.2829076111,73.9691153169
"sarvodaya Restaurant, Calangute",https://www.zomato.com/goa/sarvodaya-calangute,300,"South Indian, Goan, Fast Food",-,," Near ST. Alex Church, Calangute, Goa",15.5417676315,73.7674671784
"quality kitchen Restaurant, Calangute",https://www.zomato.com/goa/quality-kitchen-1-calangute,500,"Goan, North Indian, Fast Food",-,," Tiwal Waddo, Calangute Beardez, Bardez, Calangute, Goa",15.5961319433,73.7355274335
"cool n spice Restaurant, Margao",https://www.zomato.com/goa/cool-n-spice-2-margao,600,"North Indian, Chinese, Continental",-,," St. Joaquim Road, Opposite Aleesha Residency, Margao, Goa",15.5911500186,73.8067032024
"mini melts Restaurant, Mapusa",https://www.zomato.com/goa/mini-melts-mapusa,300,Ice Cream,3.3,5," Shop 1, Buildmore Classic, Khorlim By-Pass Road, Near Mapusa Police Station, Mapusa, Goa",0.0000000000,0.0000000000
"star kitchen Restaurant, Bardez",https://www.zomato.com/goa/star-kitchen-bardez,300,Biryani,-,," Near Duler Football Ground, Mapusa, Bardez, Goa",15.5983978000,73.8157836000
"charcoal chicken Restaurant, Porvorim",https://www.zomato.com/goa/charcoal-chicken-porvorim,600,"North Indian, Chinese, Fast Food",3.4,26," House 815/7(2), Alto Porvorim, Socorro, Porvorim, Goa",15.4590671418,73.8115157560
"blue lagoon zuri white sands resort Restaurant, Benaulim",https://www.zomato.com/goa/blue-lagoon-the-zuri-white-sands-resort-benaulim,"2,500","Italian, Continental",3.4,16," The Zuri White Sands Resort, Pedda, Varca, Salcete Goa",15.1741164125,73.9451266453
"yali leela Restaurant, Cavelossim",https://www.zomato.com/goa/yali-the-leela-cavelossim,"2,000",Finger Food,3.3,8," The Leela, Mobor, Cavelossim, Goa",15.2529843268,73.9339498803
"lilys flower Restaurant, Panaji",https://www.zomato.com/goa/lilys-flower-panaji,200,Fast Food,3.7,44," Dona Alice Building, Caranzalem , Near St. Francis Xavier Chapel, Panaji, Goa",15.4956686163,73.8348204643
"flare lounge Restaurant, Arambol",https://www.zomato.com/goa/the-flare-lounge-arambol,"1,400","Continental, Goan, Indian",-,," Ashwewada, Mandrem, Arambol, Goa",15.5063777718,73.8254763186
"aishwarya Restaurant, Panaji",https://www.zomato.com/goa/aishwaria-panaji,300,"Goan, South Indian",3.1,6," Shop 2, Dempo Tower, Patto, Panaji, Goa",15.2260155967,73.9341570809
"spice Restaurant, Calangute",https://www.zomato.com/goa/spice-it-calangute,"1,300","North Indian, Chinese",3.6,27," ibis Styles, Survey 166 – Naikawadoo, Bardez, Calangute, Goa",15.4987127390,73.8244852424
"indiana Restaurant, Candolim",https://www.zomato.com/goa/indiana-candolim,600,"North Indian, Mughlai, Chinese, Continental",2.4,19," Candolim Beach Road, Opposite Candolim Panchayat, Candolim, Goa",15.4728976611,73.8117856532
"crossroads pub bistro Restaurant, Panaji",https://www.zomato.com/goa/crossroads-pub-bistro-panaji,700,"Goan, North Indian, Chinese",3.2,8," Near Panaji Police Station, Goa, Panaji, Goa",15.5340076508,73.8219079748
"ela ice cream parlour Restaurant, Benaulim",https://www.zomato.com/goa/ela-ice-cream-parlour-benaulim,250,"Desserts, Juices",NEW,," Pequeno, Pulvaddo, Benaulim, Goa",15.5714493000,73.7562790000
"masala shack Restaurant, Bardez",https://www.zomato.com/goa/masala-shack-bardez,700,"North Indian, Chinese",-,," La Sunila Suites, 520/3, 520/4, 520/5, Dr. Constancio Maschrans River View, Arpora, Baga Road, Bardez, Goa",15.5113249188,73.7718968466
"ashok Restaurant, Penha de Franca",https://www.zomato.com/goa/ashok-penha-de-franca,400,Fast Food,-,," Opposite Bharat Petrol Pump, Betim, Penha de Franca, Goa",15.5183036417,73.7661492080
"curlies Restaurant, Anjuna",https://www.zomato.com/goa/curlies-anjuna,"1,500","Continental, North Indian, Italian, Seafood, Goan",3.8,3109," Anjuna Beach, Anjuna, Goa",15.4820829211,73.8090159372
"cafe inn Restaurant, Palolem",https://www.zomato.com/goa/cafe-inn-palolem,450,Cafe,4.1,87," Palolem Beach, Palolem, Goa",15.4966033108,73.8347279280
"myles high bakehouse Restaurant, Panaji",https://www.zomato.com/goa/myles-high-bakehouse-panaji,550,"Cafe, Bakery",3.9,61," Ground Floor, Myles High Corporate Hub, Patto Plaza, Panaji, Goa",15.6769731969,73.7111689523
"high tide hotel mandovi Restaurant, Panaji",https://www.zomato.com/goa/high-tide-hotel-mandovi-panaji,600,Beverages,3.4,13," Hotel Mandovi, D.B. Marg, Near SBI Main Branch, Panaji, Goa",15.5009914400,73.8268201053
"fat panda chinese kitchen Restaurant, Candolim",https://www.zomato.com/goa/fat-panda-chinese-kitchen-candolim,"1,200",Chinese,4.1,271," Marques Vaddo, Candolim Main Road, Candolim, Goa",15.2588642016,73.9319838211
"alibi Restaurant, Calangute",https://www.zomato.com/goa/alibi-calangute,700,"North Indian, Mughlai",3.6,64," 1/281, Gauro Vaddo, Calangute Bardez, Opposite Tarkar Ice Factory Next To Literati Calangute, Goa
",15.5407171779,73.7627075985
"josvel punjabi dhaba Restaurant, Panaji",https://www.zomato.com/goa/josvel-punjabi-dhaba-panaji,350,"North Indian, Chinese",-,," Near Miramar Circle, Miramar, Panaji, Goa",15.2924434168,73.9079700038
"chika bar restaurant Restaurant, Arambol",https://www.zomato.com/goa/chika-bar-restaurant-arambol,500,"Asian, Biryani, Goan, Chinese, Continental",-,," Arambol Main Road, Near A1 Restaurant, Arambol, Goa",15.5256255226,73.8273478299
"verandah Restaurant, Candolim",https://www.zomato.com/goa/a-verandah-candolim,"1,500","North Indian, Chinese, Continental",-,," Fortune Select Regina Hotel, Ground Floor, Off Fort Aguada Road, Candolim, Goa",15.0132163040,74.0222106501
"cota cozinha Restaurant, Betalbatim",https://www.zomato.com/goa/cota-cozinha-betalbatim,800,Bar Food,3.7,20," Chaul, Betalbatim, Goa",15.6002324865,73.7513618544
"veggie deli Restaurant, Penha de Franca",https://www.zomato.com/goa/veggie-deli-penha-de-franca,500,"North Indian, South Indian, Street Food",3.1,6," Level 3, Mall De Goa, Porvorim, Penha de Franca, Goa",15.5694790001,73.7423878536
"susegad Restaurant, Benaulim",https://www.zomato.com/goa/susegad-benaulim,600,"Chinese, North Indian, Goan",-,," Paramount Shopping Complex, Near Apollo Pharmacy Edapally-Panvel Hwy Sanscar Society, Navelim, Benaulim, Goa",15.6618805556,73.8389972222
"chilli n spice Restaurant, Vagator",https://www.zomato.com/goa/chilli-n-spice-vagator,650,"North Indian, Goan",-,," H 211/D 3, Chivar, Vagator, Goa",15.5136296486,73.7688921019
"areal fast food chaat centre Restaurant, Panaji",https://www.zomato.com/goa/areal-fast-food-and-chaat-centre-panaji,300,"Chinese, Street Food",3.3,12," Shop 28, KTC Bus Stand, Panaji, Goa",15.5480938200,73.7582534552
"alfina shivam restaurant Restaurant, Margao",https://www.zomato.com/goa/alfina-shivam-restaurant-margao,850,"North Indian, Chinese, Goan, Mughlai",-,," Saibaba Temple Road, Aquem Alto, Near Baby Blossom School, Margao, Goa",15.2710203157,73.9713727310
"parab Restaurant, Arambol",https://www.zomato.com/goa/parab-arambol,500,"Seafood, North Indian",-,," Near RTO Office, Toll Naka, NH 17, Dhargal, Arambol, Goa",15.5337204777,73.7582380325
"fawlty towers Restaurant, Calangute",https://www.zomato.com/goa/fawlty-towers-calangute,550,"North Indian, Chinese, Continental, Goan, Seafood",2.8,8," Calangute Beach, Calangute, Goa",15.5314783178,73.7638938054
"rbr suites Restaurant, Calangute",https://www.zomato.com/goa/rbr-suites-calangute,800,"Chinese, Continental, Goan, North Indian",-,," Holiday Beach Resort Road, Umta Vaddo, Calangute, Goa",15.4957044792,73.8369115815
